topology,traffic,vc_mode,vcs,queues,diameter,bisection,offered_rate,accepted_throughput,avg_latency,max_latency,avg_hops,bg_latency,hot_latency,bg_throughput,hot_throughput,m_generated,m_delivered,unretired,dropped_full,peak_queue,conservation_ok,saturated
ring,hotnode,vc4_class,4,2,8,2,0.2400,0.227021,465.2794,12823,4.2713,16.5125,856.2545,0.111146,0.115875,11451,11450,0,1,512,1,1
ring,hotnode,vc4_class,4,2,8,2,0.2800,0.250021,1003.9035,15078,4.2878,21.9891,1870.4947,0.129714,0.120307,13449,13304,0,145,512,1,1
ring,hotnode,vc4_class,4,2,8,2,0.3200,0.270354,1482.3678,16934,4.2757,31.5417,2838.1418,0.148479,0.121875,15370,14793,0,577,512,1,1
ring,hotnode,vc4_class,4,2,8,2,0.3600,0.289911,1969.0380,18070,4.2372,71.2086,3789.7015,0.167260,0.122651,17299,16384,0,915,512,1,1
ring,hotnode,vc4_class,4,2,8,2,0.4000,0.297667,2551.1235,19555,4.2627,368.0995,4778.9275,0.179740,0.117927,19218,17730,0,1488,512,1,1
ring,hotnode,vc4_class,4,2,8,2,0.4500,0.299625,3563.4548,21401,4.2534,1224.0859,6120.7375,0.186016,0.113609,21547,19100,0,2447,512,1,1
ring,hotnode,vc4_class,4,2,8,2,0.5000,0.301672,4284.7351,22258,4.2576,2164.2886,6817.9749,0.188062,0.113609,24002,20022,0,3980,512,1,1
ring,hotnode,vc4_class,4,2,8,2,0.5500,0.297583,5099.2836,23744,4.2499,3242.3829,7556.1061,0.186276,0.111307,26332,20838,0,5494,512,1,1
ring,hotnode,vc4_class,4,2,8,2,0.6000,0.297849,5748.4798,25133,4.2599,4331.2625,7741.0403,0.184891,0.112958,28720,21774,0,6946,512,1,1
ring,hotnode,vc4_class,4,2,8,2,0.7000,0.300224,7140.1665,27410,4.2828,6056.3658,8877.9265,0.187615,0.112609,33557,23316,0,10241,512,1,1
ring,hotnode,vc4_class,4,2,8,2,0.8000,0.297349,8100.7139,29050,4.3272,7444.6131,9176.2743,0.182641,0.114708,38444,23197,0,15247,512,1,1
mesh,hotnode,vc4_class,4,2,6,4,0.0200,0.019979,6.7299,13,2.5683,6.7783,6.6854,0.009583,0.010396,959,959,0,0,1,1,0
mesh,hotnode,vc4_class,4,2,6,4,0.0500,0.050438,7.0698,22,2.5547,6.9348,7.1921,0.023979,0.026458,2421,2421,0,0,1,1,0
mesh,hotnode,vc4_class,4,2,6,4,0.0800,0.080927,7.4983,30,2.5598,7.1428,7.8031,0.037385,0.043542,3885,3885,0,0,1,1,0
mesh,hotnode,vc4_class,4,2,6,4,0.1100,0.109693,7.9441,85,2.5109,7.1749,8.6126,0.051010,0.058682,5263,5263,0,0,2,1,0
mesh,hotnode,vc4_class,4,2,6,4,0.1400,0.138995,8.6546,100,2.5448,7.3827,9.7289,0.063646,0.075349,6676,6676,0,0,2,1,0
mesh,hotnode,vc4_class,4,2,6,4,0.1700,0.169750,10.2293,188,2.5213,7.4984,12.5880,0.078703,0.091047,8152,8152,0,0,7,1,0
mesh,hotnode,vc4_class,4,2,6,4,0.2000,0.199703,18.0196,1420,2.5353,7.7048,27.0289,0.093167,0.106536,9592,9592,0,0,39,1,0
mesh,hotnode,vc4_class,4,2,6,4,0.2400,0.229198,338.4612,12741,2.5496,8.0343,626.2889,0.111104,0.118094,11451,11451,0,0,446,1,0
mesh,hotnode,vc4_class,4,2,6,4,0.2800,0.257667,727.2918,15208,2.5404,8.2822,1362.3950,0.129833,0.127833,13449,13298,0,151,512,1,1
mesh,hotnode,vc4_class,4,2,6,4,0.3200,0.285323,992.0454,17087,2.5403,8.5246,1896.5807,0.149016,0.136307,15370,14916,0,454,512,1,1
mesh,hotnode,vc4_class,4,2,6,4,0.3600,0.313516,1170.4553,18905,2.5174,8.6003,2263.5010,0.167151,0.146365,17299,16549,0,750,512,1,1
mesh,hotnode,vc4_class,4,2,6,4,0.4000,0.339755,1240.6246,20011,2.4920,8.9282,2477.1538,0.186448,0.153307,19218,17875,0,1343,512,1,1
mesh,hotnode,vc4_class,4,2,6,4,0.4500,0.370823,1288.8827,21299,2.4752,9.0938,2680.4724,0.210656,0.160167,21547,19402,0,2145,512,1,1
mesh,hotnode,vc4_class,4,2,6,4,0.5000,0.403375,1355.7867,22531,2.4697,9.5822,2887.2287,0.234417,0.168958,24002,21143,0,2859,512,1,1
mesh,hotnode,vc4_class,4,2,6,4,0.5500,0.438031,1323.4793,23335,2.4646,10.0033,2887.4433,0.256917,0.181115,26332,22676,0,3656,512,1,1
mesh,hotnode,vc4_class,4,2,6,4,0.6000,0.471990,1226.5745,23521,2.4390,10.4236,2740.0366,0.281443,0.190547,28720,24348,0,4372,512,1,1
mesh,hotnode,vc4_class,4,2,6,4,0.7000,0.520026,1603.0472,25950,2.4386,11.6020,3737.9424,0.329255,0.190771,33557,27585,0,5972,512,1,1
mesh,hotnode,vc4_class,4,2,6,4,0.8000,0.568042,1480.3922,26314,2.4581,13.2499,3792.2179,0.376875,0.191167,38444,29572,0,8872,512,1,1
ring,uniform,vc4_class,4,2,8,2,0.0200,0.020000,8.5723,17,4.3632,8.5723,0.0000,0.020000,0.000000,961,961,0,0,1,1,0
ring,uniform,vc4_class,4,2,8,2,0.0500,0.050833,9.0012,23,4.2321,9.0012,0.0000,0.050833,0.000000,2439,2439,0,0,2,1,0
ring,uniform,vc4_class,4,2,8,2,0.0800,0.080953,9.6789,33,4.2447,9.6789,0.0000,0.080953,0.000000,3883,3883,0,0,3,1,0
ring,uniform,vc4_class,4,2,8,2,0.1100,0.109578,10.7706,45,4.3240,10.7706,0.0000,0.109578,0.000000,5262,5262,0,0,3,1,0
ring,uniform,vc4_class,4,2,8,2,0.1400,0.138849,11.9322,75,4.2392,11.9322,0.0000,0.138849,0.000000,6663,6663,0,0,5,1,0
ring,uniform,vc4_class,4,2,8,2,0.1700,0.169073,14.0227,102,4.2672,14.0227,0.0000,0.169073,0.000000,8114,8114,0,0,6,1,0
ring,uniform,vc4_class,4,2,8,2,0.2000,0.200026,18.6346,166,4.2658,18.6346,0.0000,0.200026,0.000000,9592,9592,0,0,8,1,0
ring,uniform,vc4_class,4,2,8,2,0.2400,0.239307,33.6433,262,4.2594,33.6433,0.0000,0.239307,0.000000,11467,11467,0,0,17,1,0
ring,uniform,vc4_class,4,2,8,2,0.2800,0.267464,498.9643,2123,4.2627,498.9643,0.0000,0.267464,0.000000,13468,13468,0,0,139,1,0
ring,uniform,vc4_class,4,2,8,2,0.3200,0.272401,1610.4297,4012,4.2779,1610.4297,0.0000,0.272401,0.000000,15336,15336,0,0,290,1,1
ring,uniform,vc4_class,4,2,8,2,0.3600,0.268156,3167.0527,6460,4.2826,3167.0527,0.0000,0.268156,0.000000,17254,17254,0,0,501,1,1
ring,uniform,vc4_class,4,2,8,2,0.4000,0.268448,4268.6805,7841,4.2471,4268.6805,0.0000,0.268448,0.000000,19117,18471,0,646,512,1,1
ring,uniform,vc4_class,4,2,8,2,0.4500,0.272417,5182.0503,9335,4.2416,5182.0503,0.0000,0.272417,0.000000,21482,18533,0,2949,512,1,1
ring,uniform,vc4_class,4,2,8,2,0.5000,0.272188,5883.0458,9385,4.2711,5883.0458,0.0000,0.272188,0.000000,23901,18091,0,5810,512,1,1
ring,uniform,vc4_class,4,2,8,2,0.5500,0.269130,6365.6624,9337,4.2689,6365.6624,0.0000,0.269130,0.000000,26331,17593,0,8738,512,1,1
ring,uniform,vc4_class,4,2,8,2,0.6000,0.268922,6676.9982,9147,4.2799,6676.9982,0.0000,0.268922,0.000000,28761,17015,0,11746,512,1,1
ring,uniform,vc4_class,4,2,8,2,0.7000,0.270188,7105.4505,9513,4.2330,7105.4505,0.0000,0.270188,0.000000,33485,15983,0,17502,512,1,1
ring,uniform,vc4_class,4,2,8,2,0.8000,0.268297,7361.8566,9307,4.2535,7361.8566,0.0000,0.268297,0.000000,38359,14631,0,23728,512,1,1
mesh,uniform,vc4_class,4,2,6,4,0.0200,0.020021,6.8783,13,2.7575,6.8783,0.0000,0.020021,0.000000,961,961,0,0,1,1,0
mesh,uniform,vc4_class,4,2,6,4,0.0500,0.050833,6.9114,16,2.6109,6.9114,0.0000,0.050833,0.000000,2439,2439,0,0,1,1,0
mesh,uniform,vc4_class,4,2,6,4,0.0800,0.080943,7.1092,21,2.6377,7.1092,0.0000,0.080943,0.000000,3883,3883,0,0,2,1,0
mesh,uniform,vc4_class,4,2,6,4,0.1100,0.109615,7.3331,18,2.6634,7.3331,0.0000,0.109615,0.000000,5262,5262,0,0,2,1,0
mesh,uniform,vc4_class,4,2,6,4,0.1400,0.138781,7.5037,25,2.6664,7.5037,0.0000,0.138781,0.000000,6663,6663,0,0,2,1,0
mesh,uniform,vc4_class,4,2,6,4,0.1700,0.169031,7.6834,25,2.6533,7.6834,0.0000,0.169031,0.000000,8114,8114,0,0,3,1,0
mesh,uniform,vc4_class,4,2,6,4,0.2000,0.199833,7.8614,20,2.6685,7.8614,0.0000,0.199833,0.000000,9592,9592,0,0,2,1,0
mesh,uniform,vc4_class,4,2,6,4,0.2400,0.238943,8.1789,26,2.6853,8.1789,0.0000,0.238943,0.000000,11467,11467,0,0,3,1,0
mesh,uniform,vc4_class,4,2,6,4,0.2800,0.280464,8.5102,36,2.6761,8.5102,0.0000,0.280464,0.000000,13468,13468,0,0,3,1,0
mesh,uniform,vc4_class,4,2,6,4,0.3200,0.319604,8.8528,56,2.6681,8.8528,0.0000,0.319604,0.000000,15336,15336,0,0,5,1,0
mesh,uniform,vc4_class,4,2,6,4,0.3600,0.359510,9.2238,62,2.6524,9.2238,0.0000,0.359510,0.000000,17254,17254,0,0,5,1,0
mesh,uniform,vc4_class,4,2,6,4,0.4000,0.398250,9.6477,54,2.6715,9.6477,0.0000,0.398250,0.000000,19117,19117,0,0,4,1,0
mesh,uniform,vc4_class,4,2,6,4,0.4500,0.447594,10.3098,82,2.6533,10.3098,0.0000,0.447594,0.000000,21482,21482,0,0,7,1,0
mesh,uniform,vc4_class,4,2,6,4,0.5000,0.498031,11.2962,85,2.6656,11.2962,0.0000,0.498031,0.000000,23901,23901,0,0,9,1,0
mesh,uniform,vc4_class,4,2,6,4,0.5500,0.548526,12.9473,116,2.6770,12.9473,0.0000,0.548526,0.000000,26331,26331,0,0,16,1,0
mesh,uniform,vc4_class,4,2,6,4,0.6000,0.599167,15.8644,158,2.6657,15.8644,0.0000,0.599167,0.000000,28761,28761,0,0,23,1,0
mesh,uniform,vc4_class,4,2,6,4,0.7000,0.693203,133.8363,1365,2.6686,133.8363,0.0000,0.693203,0.000000,33485,33485,0,0,210,1,0
mesh,uniform,vc4_class,4,2,6,4,0.8000,0.724094,859.1812,4227,2.6741,859.1812,0.0000,0.724094,0.000000,38359,37308,0,1051,512,1,1
torus,uniform,baseline_vc2,2,1,4,8,0.0200,0.020021,6.2758,16,2.1748,6.2758,0.0000,0.020021,0.000000,961,961,0,0,1,1,0
torus,uniform,baseline_vc2,2,1,4,8,0.0500,0.050833,6.3173,17,2.0935,6.3173,0.0000,0.050833,0.000000,2439,2439,0,0,2,1,0
torus,uniform,baseline_vc2,2,1,4,8,0.0800,0.080927,6.5403,24,2.1221,6.5403,0.0000,0.080927,0.000000,3883,3883,0,0,3,1,0
torus,uniform,baseline_vc2,2,1,4,8,0.1100,0.109609,6.7818,32,2.1389,6.7818,0.0000,0.109609,0.000000,5262,5262,0,0,3,1,0
torus,uniform,baseline_vc2,2,1,4,8,0.1400,0.138781,6.9050,30,2.1246,6.9050,0.0000,0.138781,0.000000,6663,6663,0,0,3,1,0
torus,uniform,baseline_vc2,2,1,4,8,0.1700,0.169052,7.1753,30,2.1377,7.1753,0.0000,0.169052,0.000000,8114,8114,0,0,3,1,0
torus,uniform,baseline_vc2,2,1,4,8,0.2000,0.199833,7.4074,31,2.1307,7.4074,0.0000,0.199833,0.000000,9592,9592,0,0,4,1,0
torus,uniform,baseline_vc2,2,1,4,8,0.2400,0.238922,7.8299,38,2.1465,7.8299,0.0000,0.238922,0.000000,11467,11467,0,0,4,1,0
torus,uniform,baseline_vc2,2,1,4,8,0.2800,0.280323,8.4655,54,2.1481,8.4655,0.0000,0.280323,0.000000,13468,13468,0,0,5,1,0
torus,uniform,baseline_vc2,2,1,4,8,0.3200,0.319599,9.1890,65,2.1407,9.1890,0.0000,0.319599,0.000000,15336,15336,0,0,7,1,0
torus,uniform,baseline_vc2,2,1,4,8,0.3600,0.359516,10.2495,65,2.1298,10.2495,0.0000,0.359516,0.000000,17254,17254,0,0,7,1,0
torus,uniform,baseline_vc2,2,1,4,8,0.4000,0.398349,11.3302,87,2.1306,11.3302,0.0000,0.398349,0.000000,19117,19117,0,0,10,1,0
torus,uniform,baseline_vc2,2,1,4,8,0.4500,0.447719,14.5708,96,2.1250,14.5708,0.0000,0.447719,0.000000,21482,21482,0,0,16,1,0
torus,uniform,baseline_vc2,2,1,4,8,0.5000,0.498370,22.0917,171,2.1330,22.0917,0.0000,0.498370,0.000000,23901,23901,0,0,22,1,0
torus,uniform,baseline_vc2,2,1,4,8,0.5500,0.549135,72.8582,596,2.1376,72.8582,0.0000,0.549135,0.000000,26331,26331,0,0,77,1,0
torus,uniform,baseline_vc2,2,1,4,8,0.6000,0.574781,555.5388,1899,2.1361,555.5388,0.0000,0.574781,0.000000,28761,28761,0,0,279,1,0
torus,uniform,baseline_vc2,2,1,4,8,0.7000,0.584297,1903.6896,4530,2.1348,1903.6896,0.0000,0.584297,0.000000,33485,33485,0,0,734,1,1
torus,uniform,baseline_vc2,2,1,4,8,0.8000,0.584000,3366.2608,7091,2.1336,3366.2608,0.0000,0.584000,0.000000,38359,38280,0,79,1024,1,1
torus,hotnode,baseline_vc2,2,1,4,8,0.0200,0.019979,6.2471,11,2.1491,6.1848,6.3046,0.009583,0.010396,959,959,0,0,2,1,0
torus,hotnode,baseline_vc2,2,1,4,8,0.0500,0.050438,6.5601,22,2.1475,6.3102,6.7866,0.023979,0.026458,2421,2421,0,0,2,1,0
torus,hotnode,baseline_vc2,2,1,4,8,0.0800,0.080927,6.8857,36,2.1341,6.5226,7.1969,0.037385,0.043542,3885,3885,0,0,3,1,0
torus,hotnode,baseline_vc2,2,1,4,8,0.1100,0.109677,7.2069,46,2.1089,6.6690,7.6744,0.050995,0.058682,5263,5263,0,0,3,1,0
torus,hotnode,baseline_vc2,2,1,4,8,0.1400,0.139021,7.9572,105,2.1269,7.0762,8.7013,0.063635,0.075385,6676,6676,0,0,6,1,0
torus,hotnode,baseline_vc2,2,1,4,8,0.1700,0.169661,9.9423,328,2.1288,8.1601,11.4817,0.078641,0.091021,8152,8152,0,0,13,1,0
torus,hotnode,baseline_vc2,2,1,4,8,0.2000,0.199729,21.4260,944,2.1371,19.0631,23.4898,0.093135,0.106594,9592,9592,0,0,50,1,0
torus,hotnode,baseline_vc2,2,1,4,8,0.2400,0.228505,445.9372,9827,2.1361,404.9647,481.6275,0.106901,0.121604,11451,11451,0,0,605,1,0
torus,hotnode,baseline_vc2,2,1,4,8,0.2800,0.255276,926.9113,13221,2.1374,842.1776,1000.1897,0.118995,0.136281,13449,13449,0,0,974,1,1
torus,hotnode,baseline_vc2,2,1,4,8,0.3200,0.280583,1369.6689,14919,2.1466,1302.3353,1428.2825,0.131505,0.149078,15370,15209,0,161,1024,1,1
torus,hotnode,baseline_vc2,2,1,4,8,0.3600,0.305594,1618.8385,17196,2.1293,1519.4647,1704.8019,0.143208,0.162385,17299,16778,0,521,1024,1,1
torus,hotnode,baseline_vc2,2,1,4,8,0.4000,0.329500,1856.6495,18887,2.1343,1700.1722,1993.5289,0.155526,0.173974,19218,18187,0,1031,1024,1,1
torus,hotnode,baseline_vc2,2,1,4,8,0.4500,0.353125,2200.3642,20445,2.1343,1993.7377,2385.2196,0.168063,0.185062,21547,19744,0,1803,1024,1,1
torus,hotnode,baseline_vc2,2,1,4,8,0.5000,0.378547,2610.1614,22878,2.1223,2442.2288,2761.5222,0.181583,0.196964,24002,21483,0,2519,1024,1,1
torus,hotnode,baseline_vc2,2,1,4,8,0.5500,0.393203,3232.5306,24341,2.1181,3238.6870,3226.9679,0.185547,0.207656,26332,23252,0,3080,1024,1,1
torus,hotnode,baseline_vc2,2,1,4,8,0.6000,0.399615,3702.7104,25575,2.1046,3712.6754,3693.8891,0.185365,0.214250,28720,24606,0,4114,1024,1,1
torus,hotnode,baseline_vc2,2,1,4,8,0.7000,0.397589,4998.8406,27560,2.1199,5091.2565,4916.5344,0.185026,0.212562,33557,27013,0,6544,1024,1,1
torus,hotnode,baseline_vc2,2,1,4,8,0.8000,0.399625,5981.4984,29048,2.1166,6080.3990,5894.1307,0.185568,0.214057,38444,28846,0,9598,1024,1,1
torus,uniform,vc4_plain,4,1,4,8,0.0200,0.020021,6.2653,12,2.1748,6.2653,0.0000,0.020021,0.000000,961,961,0,0,1,1,0
torus,uniform,vc4_plain,4,1,4,8,0.0500,0.050833,6.2858,16,2.0935,6.2858,0.0000,0.050833,0.000000,2439,2439,0,0,1,1,0
torus,uniform,vc4_plain,4,1,4,8,0.0800,0.080922,6.4888,17,2.1221,6.4888,0.0000,0.080922,0.000000,3883,3883,0,0,2,1,0
torus,uniform,vc4_plain,4,1,4,8,0.1100,0.109615,6.6661,16,2.1389,6.6661,0.0000,0.109615,0.000000,5262,5262,0,0,2,1,0
torus,uniform,vc4_plain,4,1,4,8,0.1400,0.138797,6.7320,20,2.1246,6.7320,0.0000,0.138797,0.000000,6663,6663,0,0,2,1,0
torus,uniform,vc4_plain,4,1,4,8,0.1700,0.169047,6.9002,23,2.1377,6.9002,0.0000,0.169047,0.000000,8114,8114,0,0,2,1,0
torus,uniform,vc4_plain,4,1,4,8,0.2000,0.199828,7.0006,19,2.1307,7.0006,0.0000,0.199828,0.000000,9592,9592,0,0,3,1,0
torus,uniform,vc4_plain,4,1,4,8,0.2400,0.238922,7.2242,21,2.1465,7.2242,0.0000,0.238922,0.000000,11467,11467,0,0,3,1,0
torus,uniform,vc4_plain,4,1,4,8,0.2800,0.280479,7.4635,36,2.1481,7.4635,0.0000,0.280479,0.000000,13468,13468,0,0,3,1,0
torus,uniform,vc4_plain,4,1,4,8,0.3200,0.319552,7.6901,34,2.1407,7.6901,0.0000,0.319552,0.000000,15336,15336,0,0,3,1,0
torus,uniform,vc4_plain,4,1,4,8,0.3600,0.359479,7.9354,52,2.1298,7.9354,0.0000,0.359479,0.000000,17254,17254,0,0,4,1,0
torus,uniform,vc4_plain,4,1,4,8,0.4000,0.398286,8.1001,39,2.1306,8.1001,0.0000,0.398286,0.000000,19117,19117,0,0,4,1,0
torus,uniform,vc4_plain,4,1,4,8,0.4500,0.447531,8.5480,58,2.1250,8.5480,0.0000,0.447531,0.000000,21482,21482,0,0,5,1,0
torus,uniform,vc4_plain,4,1,4,8,0.5000,0.498073,8.9820,60,2.1330,8.9820,0.0000,0.498073,0.000000,23901,23901,0,0,6,1,0
torus,uniform,vc4_plain,4,1,4,8,0.5500,0.548521,9.6734,72,2.1376,9.6734,0.0000,0.548521,0.000000,26331,26331,0,0,9,1,0
torus,uniform,vc4_plain,4,1,4,8,0.6000,0.599177,10.4028,83,2.1361,10.4028,0.0000,0.599177,0.000000,28761,28761,0,0,15,1,0
torus,uniform,vc4_plain,4,1,4,8,0.7000,0.697937,12.8698,145,2.1348,12.8698,0.0000,0.697937,0.000000,33485,33485,0,0,21,1,0
torus,uniform,vc4_plain,4,1,4,8,0.8000,0.800000,21.5143,189,2.1337,21.5143,0.0000,0.800000,0.000000,38359,38359,0,0,29,1,0
torus,hotnode,vc4_plain,4,1,4,8,0.0200,0.019979,6.2565,11,2.1491,6.1761,6.3307,0.009583,0.010396,959,959,0,0,1,1,0
torus,hotnode,vc4_plain,4,1,4,8,0.0500,0.050438,6.4891,16,2.1475,6.2537,6.7024,0.023979,0.026458,2421,2421,0,0,1,1,0
torus,hotnode,vc4_plain,4,1,4,8,0.0800,0.080927,6.7547,29,2.1341,6.4110,7.0492,0.037385,0.043542,3885,3885,0,0,2,1,0
torus,hotnode,vc4_plain,4,1,4,8,0.1100,0.109687,6.9166,30,2.1089,6.4647,7.3093,0.051005,0.058682,5263,5263,0,0,2,1,0
torus,hotnode,vc4_plain,4,1,4,8,0.1400,0.139063,7.2981,45,2.1269,6.6487,7.8466,0.063656,0.075406,6676,6676,0,0,2,1,0
torus,hotnode,vc4_plain,4,1,4,8,0.1700,0.169813,7.8131,103,2.1288,6.7655,8.7179,0.078682,0.091130,8152,8152,0,0,4,1,0
torus,hotnode,vc4_plain,4,1,4,8,0.2000,0.199875,8.4554,115,2.1371,7.0309,9.6996,0.093182,0.106693,9592,9592,0,0,5,1,0
torus,hotnode,vc4_plain,4,1,4,8,0.2400,0.238755,11.0561,344,2.1361,8.6950,13.1127,0.111104,0.127651,11451,11451,0,0,28,1,0
torus,hotnode,vc4_plain,4,1,4,8,0.2800,0.278693,94.8136,2118,2.1374,86.6575,101.8670,0.129104,0.149589,13449,13449,0,0,140,1,0
torus,hotnode,vc4_plain,4,1,4,8,0.3200,0.303219,488.4044,12402,2.1450,473.9783,500.9408,0.141266,0.161953,15370,15367,0,3,1024,1,1
torus,hotnode,vc4_plain,4,1,4,8,0.3600,0.327578,757.2864,13922,2.1310,717.4855,791.7536,0.152333,0.175245,17299,16988,0,311,1024,1,1
torus,hotnode,vc4_plain,4,1,4,8,0.4000,0.352401,968.5945,14660,2.1408,882.0068,1044.1740,0.165474,0.186927,19218,18429,0,789,1024,1,1
torus,hotnode,vc4_plain,4,1,4,8,0.4500,0.382422,1283.5265,16760,2.1481,1153.8265,1399.7540,0.182286,0.200135,21547,20262,0,1285,1024,1,1
torus,hotnode,vc4_plain,4,1,4,8,0.5000,0.411068,1363.7880,17894,2.1299,1223.7327,1489.8439,0.196760,0.214307,24002,21746,0,2256,1024,1,1
torus,hotnode,vc4_plain,4,1,4,8,0.5500,0.449411,1284.7842,18297,2.1150,1207.0261,1355.1156,0.215229,0.234182,26332,23370,0,2962,1024,1,1
torus,hotnode,vc4_plain,4,1,4,8,0.6000,0.481635,1344.5620,19438,2.0949,1205.7299,1468.8859,0.229698,0.251937,28720,25176,0,3544,1024,1,1
torus,hotnode,vc4_plain,4,1,4,8,0.7000,0.503641,2229.5857,22068,2.1131,2223.6737,2234.9378,0.237990,0.265651,33557,28082,0,5475,1024,1,1
torus,hotnode,vc4_plain,4,1,4,8,0.8000,0.520667,2838.7277,23471,2.1120,2848.4017,2830.0496,0.245677,0.274990,38444,30201,0,8243,1024,1,1
torus,hotnode,vc4_class,4,2,4,8,0.0200,0.019979,6.2430,11,2.1491,6.1717,6.3086,0.009583,0.010396,959,959,0,0,1,1,0
torus,hotnode,vc4_class,4,2,4,8,0.0500,0.050438,6.5357,22,2.1475,6.2745,6.7724,0.023979,0.026458,2421,2421,0,0,2,1,0
torus,hotnode,vc4_class,4,2,4,8,0.0800,0.080927,6.8118,36,2.1341,6.4194,7.1482,0.037385,0.043542,3885,3885,0,0,2,1,0
torus,hotnode,vc4_class,4,2,4,8,0.1100,0.109677,7.1049,46,2.1089,6.5186,7.6143,0.050995,0.058682,5263,5263,0,0,2,1,0
torus,hotnode,vc4_class,4,2,4,8,0.1400,0.139042,7.8059,128,2.1269,6.7053,8.7356,0.063656,0.075385,6676,6676,0,0,4,1,0
torus,hotnode,vc4_class,4,2,4,8,0.1700,0.169682,9.3564,336,2.1288,6.8245,11.5432,0.078682,0.091000,8152,8152,0,0,10,1,0
torus,hotnode,vc4_class,4,2,4,8,0.2000,0.199755,16.4998,1152,2.1371,7.0447,24.7582,0.093193,0.106563,9592,9592,0,0,37,1,0
torus,hotnode,vc4_class,4,2,4,8,0.2400,0.232380,256.2049,10326,2.1361,7.2596,473.0557,0.111109,0.121271,11451,11451,0,0,373,1,0
torus,hotnode,vc4_class,4,2,4,8,0.2800,0.264797,524.3476,14352,2.1401,7.5408,975.1621,0.129802,0.134995,13449,13387,0,62,512,1,1
torus,hotnode,vc4_class,4,2,4,8,0.3200,0.296375,682.9198,15965,2.1450,7.8855,1291.0634,0.149021,0.147354,15370,15078,0,292,512,1,1
torus,hotnode,vc4_class,4,2,4,8,0.3600,0.327479,813.5867,17747,2.1308,7.9960,1547.3721,0.167104,0.160375,17299,16829,0,470,512,1,1
torus,hotnode,vc4_class,4,2,4,8,0.4000,0.358099,785.5980,18251,2.1190,8.5435,1534.0677,0.186438,0.171661,19218,18252,0,966,512,1,1
torus,hotnode,vc4_class,4,2,4,8,0.4500,0.395547,922.8715,20007,2.1207,9.0445,1840.1473,0.210661,0.184885,21547,20176,0,1371,512,1,1
torus,hotnode,vc4_class,4,2,4,8,0.5000,0.430818,1014.0713,21408,2.1076,9.5212,2055.5527,0.234505,0.196313,24002,22105,0,1897,512,1,1
torus,hotnode,vc4_class,4,2,4,8,0.5500,0.469531,1072.1487,22186,2.1026,10.1784,2194.8785,0.256937,0.212594,26332,23983,0,2349,512,1,1
torus,hotnode,vc4_class,4,2,4,8,0.6000,0.504219,1142.3296,22926,2.0915,11.2276,2376.0596,0.281391,0.222828,28720,25877,0,2843,512,1,1
torus,hotnode,vc4_class,4,2,4,8,0.7000,0.548719,1644.2310,24504,2.0984,16.3242,3546.5853,0.329333,0.219385,33557,29328,0,4229,512,1,1
torus,hotnode,vc4_class,4,2,4,8,0.8000,0.588734,2037.5871,25945,2.1028,93.3032,4478.1950,0.373484,0.215250,38444,32503,0,5941,512,1,1
